post_id,platform,account,post_date,content_type,impressions,reach,likes,comments,shares,saves,clicks,hashtags,engagement_rate,follower_count,sentiment
POST_002610,TW,@olivia_thomas,2023-11-30,Reel,176698,218199,13589,1456,935,1117,9718,"['data', 'analytics', 'tech']",9.0437,252954,positive
POST_002611,Instagram,@joseph_anderson,2024-10-13,Post,135833,91971,2999,327,98,119,3248,#analytics #ai #growth #marketing,2.5207,187881,negative
POST_002612,Twitter,@susan_wilson,2024-08-26,Thread,77525,44599,1312,136,34,106,999,#data,1.9116,361248,
POST_002613,X,@barbara_jones,2024-08-21,Carousel,84899,61087,2794,181,136,216,2360,#analytics #growth #tech #socialmedia,3.6644,294484,neg
POST_002614,instagram,@charles_thompson,2024-04-22,Poll,228759,153000,5679,810,322,114,8804,"content,tech",2.9774,339367,neg
POST_002615,Instagram,@sophia_thomas,2024-07-27,Carousel,129325,78794,4616,282,226,154,2540,growth,3.9621,5964,0
POST_002616,IG,@linda_jackson,2023-07-09,Post,267027,224836,26796,3000,1615,2093,2621,socialmedia,11.7632,458225,bad
POST_002617,Twitter,@barbara_miller,2023-06-08,Post,482533,291990,14639,1415,636,1316,6514,"['data', 'growth', 'startup']",0.034588,496302,positive
POST_002618,Instagram,@michael_jones,2024-10-19,Tweet,488635,402498,46031,3947,3300,2619,8853,"growth,data,content",0.109034,166069,good
POST_002619,Twitter,@william_gonzalez,2024-07-18,Story,110914,61763,5221,295,300,436,2881,"content,startup",5.2437,43991,+
POST_002620,Instagram,@patricia_lewis,2023-09-28,Post,231508,167684,4208,487,189,285,2470,"['data', 'tech', 'socialmedia', 'growth']",2.1096,41004,
POST_002308,Twitter,@michael_taylor,2023-05-01,Post,264106,212659,20295,778,1327,807,4136,"growth,content",0.084814,469437,bad
POST_002622,Twitter,@sophia_smith,2023-02-03,Tweet,142846,115656,10602,1414,116,436,5538,"socialmedia,business",8.4931,0,bad
POST_002623,Twitter,@noah_clark,2024-01-26,Reel,490425,461438,41689,5169,3245,1791,15598,ai,10.2162,490121,good
POST_002624,Instagram,@karen_thomas,2023-06-18,Carousel,104054,73219,2475,297,78,218,1587,"['tech', 'growth']",2.739,298584,bad
POST_002625,TW,@richard_thompson,2024-01-25,Carousel,67763,45401,1002,34,17,43,1193,['tech'],1.5539,485966,bad
POST_002626,Twitter,@noah_johnson,2024-08-06,Reel,67404,56279,5771,850,194,495,2112,"['socialmedia', 'content', 'ai', 'marketing']",10.1107,298702,0
POST_002627,Twitter,@david_garcia,2023-10-22,Post,120977,63987,6050,255,366,358,3371,#data #marketing #socialmedia,5.5143,454070,
POST_002628,X,@michael_taylor,2024-06-08,Reel,4120,2971,232,16,4,14,110,marketing,0.061165,491043,
POST_002629,Instagram,@liam_hernandez,2024-10-02,Poll,295296,263395,25328,2217,840,1580,11782,#growth,9.6124,313913,bad
POST_002630,Instagram,@mary_wilson,2024-05-02,Thread,468599,290186,22548,3147,656,681,13761,#socialmedia #growth #tech #ai,5.6234,191695,negative
POST_002631,Instagram,@charles_clark,2024-09-27,Thread,363273,263778,20907,2486,228,432,10807,"['marketing', 'socialmedia', 'startup', 'growth']",0.065023,142903,
POST_002632,Instagram,@patricia_taylor,2023-03-06,Story,378450,216824,25191,1641,518,2074,12276,"['business', 'content']",0.072268,207595,1
POST_002633,Instagram,@joseph_taylor,2024-05-23,Carousel,426646,394718,13632,1574,611,1079,6011,['business'],0.037073,184774,negative
POST_002634,twitter,@karen_smith,2024-07-15,Post,283281,249860,12467,668,205,1225,3442,#tech #growth #business #startup,0.047091,169347,good
POST_002635,IG,@elizabeth_taylor,2024-05-23,Reel,330541,279239,8723,778,632,508,5140,"['business', 'marketing']",3.0656,425026,-
POST_002636,Instagram,@patricia_martin,2024-03-21,Poll,392572,222245,9616,460,172,330,10251,"['analytics', 'growth', 'marketing', 'tech']",2.6105,390885,negative
POST_002637,Twitter,@elizabeth_williams,2024-03-27,Reel,13924,10117,1056,47,18,57,339,"data,startup,socialmedia,ai",0.080508,101328,negative
POST_002638,IG,@richard_martinez,2023-04-06,Thread,145619,86825,7973,1128,257,174,3049,"socialmedia,data,ai",6.4264,283735,good
POST_002639,Instagram,@jessica_martinez,2024-01-13,Story,108119,98720,7603,839,403,324,2940,"['growth', 'socialmedia', 'analytics']",0.081808,52016,negative
POST_002640,twitter,@michael_lopez,2023-11-19,Tweet,292993,269088,11071,468,676,379,15456,#data #business,0.04169,259055,neg
POST_002641,X,@david_smith,2024-09-18,Poll,274118,227129,15460,1191,360,324,8831,#analytics,0.062057,67762,bad
POST_002642,Twitter,@david_wilson,2023-08-20,Story,88449,70425,5344,716,124,381,1003,"['socialmedia', 'growth', 'data', 'content']",6.9916,212196,
POST_002643,Twitter,@robert_smith,2023-10-27,Story,62022,37812,1242,75,33,109,949,"ai,marketing",0.021766,458955,1
POST_002644,Instagram,@susan_lewis,2024-06-04,Reel,421522,224647,6159,799,445,415,5758,"['growth', 'business', 'analytics', 'content']",1.7563,453582,great
POST_002645,Twitter,@michael_harris,2023-04-19,Poll,67540,59247,2264,84,98,155,1926,#growth,0.036216,234376,0
POST_002646,instagram,@ava_clark,2023-11-02,Story,407369,247364,24549,1541,1619,1854,7459,#marketing #ai #data #business,0.068019,413177,1
POST_002647,Twitter,@sarah_clark,2024-02-26,Thread,406258,251973,19333,1962,1359,1734,7789,#ai #analytics,0.055763,466439,neg
POST_002648,instagram,@joseph_hernandez,2024-05-12,Poll,412709,453300,38554,3091,2158,2988,20144,#data,10.6135,449712,bad
POST_002649,Twitter,@thomas_thomas,2024-10-13,Thread,376327,247118,7564,920,317,373,12281,"['socialmedia', 'ai', 'tech']",2.3387,296244,positive
POST_002650,Twitter,@patricia_jackson,2024-10-31,Tweet,400393,258654,13289,1698,1000,1138,7471,['analytics'],0.039928,207637,0
POST_002651,Instagram,@jennifer_hernandez,2023-01-28,Reel,100547,61863,2706,102,55,175,3463,"['startup', 'marketing']",0.028474,214645,
POST_002652,Instagram,@michael_robinson,2023-11-09,Post,175148,97676,9632,679,222,870,3765,#business #growth #analytics #data,0.060138,18306,pos
POST_002653,INSTA,@elizabeth_davis,2024-11-14,Tweet,246660,209482,7159,983,319,536,2978,#growth #data,0.034302,134479,bad
POST_002654,twitter,@sophia_robinson,2024-10-01,Poll,442142,408735,19144,2041,527,1180,8331,#startup,4.9106,108884,negative
POST_002655,TW,@joseph_smith,2024-04-07,Post,489591,278153,24897,1736,1653,1779,15341,#tech #growth #startup,5.7775,169718,good
POST_002656,Twitter,@charles_smith,2023-09-14,Carousel,185925,141182,12069,1213,385,929,6536,#socialmedia #marketing,0.073508,398744,positive
POST_002657,Twitter,@william_white,2024-05-18,Reel,295733,206375,22171,1185,1590,695,8807,"['socialmedia', 'data', 'analytics', 'startup']",8.4353,165439,positive
POST_002658,Twitter,@joseph_thompson,2023-08-19,Post,474430,642111,67209,9798,4266,5289,13960,"ai,marketing,tech,content",17.1307,367413,positive
POST_002659,Instagram,@john_davis,2024-04-17,Tweet,361878,303970,31604,3955,1922,1652,8110,"['tech', 'content', 'business']",10.3574,140357,1
POST_002660,INSTA,@richard_moore,2023-04-24,Reel,245440,206005,19644,1381,965,1600,8258,"data,analytics,marketing",0.089594,155137,negative
POST_002661,Twitter,@patricia_smith,2023-05-20,Poll,327113,172790,6052,467,459,475,8137,#content,0.021332,76698,negative
POST_002662,twitter,@karen_robinson,2024-06-15,Reel,454609,409764,30502,3727,2198,640,20959,#ai #business,8.0128,210529,
POST_002663,IG,@patricia_harris,2024-03-09,Thread,209695,106128,3346,347,89,214,6242,"['data', 'growth', 'analytics', 'content']",0.018036,81114,positive
POST_002664,Instagram,@linda_white,2024-06-27,Tweet,332892,232128,16224,1546,175,794,4193,#business #content,5.3906,338388,0
POST_002665,Instagram,@ava_moore,2023-04-03,Poll,408578,221531,21790,1175,1539,497,5158,"['analytics', 'socialmedia', 'data', 'ai']",0.059974,271307,
POST_002666,IG,@ava_brown,2023-04-06,Reel,232418,336975,23949,2336,282,959,16853,"['analytics', 'business']",11.4307,92827,
POST_002667,Twitter,@thomas_hernandez,2023-10-05,Poll,39218,26953,1470,209,80,143,1318,#tech #marketing #content #socialmedia,4.4852,349036,great
POST_002668,TW,@charles_jackson,2024-11-08,Reel,43391,24428,2929,215,198,187,1080,"business,marketing,startup,growth",7.7021,430884,1
POST_002669,Instagram,@ava_miller,2023-04-09,Poll,303040,197624,10060,1174,109,729,2426,"growth,content,socialmedia,business",3.7431,10578,negative
POST_002670,Instagram,@ava_lopez,2023-10-03,Poll,18221,18600,713,23,18,17,342,"ai,socialmedia,tech",4.1381,100266,0
POST_002671,Instagram,@james_anderson,2024-05-28,Story,205918,163544,11607,1447,770,1039,3672,#marketing #business,0.067134,178384,pos
POST_002672,Twitter,@james_smith,2024-04-19,Tweet,12232,9800,639,73,38,21,585,['data'],0.061315,120659,+
POST_002673,TW,@liam_garcia,2024-01-05,Tweet,437761,327107,17722,709,524,661,9032,startup,0.0433,144080,negative
POST_002674,Twitter,@robert_anderson,2024-09-21,Poll,408590,347522,16401,2353,520,719,15092,#business #marketing #content,0.047172,484993,neg
POST_002675,X,@joseph_harris,2024-09-04,Story,309658,157939,18865,2800,1436,1529,3836,#ai,0.074602,293191,bad
POST_002676,Twitter,@ava_williams,2024-01-03,Story,443000,352251,19912,2214,397,1260,17053,data,5.0842,107129,negative
POST_002677,TW,@mary_garcia,2023-12-03,Tweet,136115,108061,8145,932,355,275,5762,"data,ai",0.069294,343660,bad
POST_002678,Twitter,@john_hernandez,2024-10-05,Poll,465592,329651,9437,848,361,811,13641,['marketing'],2.2866,440117,positive
POST_002679,Twitter,@linda_anderson,2024-03-27,Tweet,381662,334792,22265,690,1010,1484,18450,"startup,business,ai,data",0.062791,362630,negative
POST_002680,TW,@robert_jones,2024-07-08,Tweet,446792,238273,16747,1565,662,374,9542,['startup'],4.2467,380497,-
POST_002681,Twitter,@mary_taylor,2024-08-06,Poll,197678,166527,9172,1260,223,304,5671,['business'],5.3901,277433,positive
POST_002682,Instagram,@jennifer_davis,2023-10-01,Post,122924,78833,1876,196,123,166,4128,#growth #analytics,1.7857,257291,bad
POST_002683,TW,@richard_lopez,2024-02-04,Post,388477,199758,14550,2120,747,1341,2196,['analytics'],0.044834,158062,-
POST_002684,Twitter,@sophia_thomas,2023-11-23,Poll,235494,120237,2923,417,142,194,6820,growth,0.014786,1,bad
POST_002308,X,@john_jackson,2024-04-03,Story,56746,34622,1458,91,110,135,1640,['marketing'],0.029236,469778,
POST_002686,instagram,@ava_brown,2024-04-13,Reel,494670,377894,43046,5028,2440,1662,20541,#analytics #startup #ai,10.2117,256491,
POST_002687,TW,@joseph_thomas,2024-02-19,Reel,183024,142269,7749,880,325,565,3386,data,4.8923,147181,
POST_002688,X,@sophia_smith,2024-10-03,Poll,97760,53901,3343,501,226,313,2274,#data #content #business #socialmedia,4.1633,146527,positive
POST_002689,Twitter,@sarah_jones,2024-07-11,Thread,284152,179159,12998,924,959,1207,7186,#startup #growth #tech,0.05237,217586,
POST_002690,Twitter,@sarah_moore,2024-12-22,Tweet,234303,128006,13773,567,318,1101,7384,marketing,6.256,228739,
POST_002691,X,@jennifer_lopez,2023-08-17,Post,62797,55033,2524,101,94,148,570,"tech,analytics",0.043298,327247,negative
POST_002692,X,@david_martinez,2023-04-27,Carousel,210521,186071,21469,1954,1321,1479,8489,"growth,marketing",11.7537,333261,0
POST_002693,Twitter,@michael_hernandez,2024-07-14,Carousel,252108,149214,14104,1781,821,391,2932,"['startup', 'socialmedia', 'data']",0.066265,319810,0
POST_002694,Twitter,@linda_martin,2024-03-29,Poll,178175,161143,5245,502,116,253,7882,#analytics #socialmedia #tech #marketing,0.032906,158791,
POST_002695,TW,@richard_jackson,2023-10-18,Poll,440758,236703,22586,3362,960,1326,7613,#socialmedia #growth #tech #marketing,6.1049,262852,bad
POST_002696,Twitter,@richard_johnson,2024-10-24,Reel,313070,232338,21499,2788,881,815,5201,#ai #tech #startup #data,0.080391,74291,neg
POST_002697,Instagram,@thomas_clark,2024-10-07,Tweet,32073,26389,2173,317,65,89,832,"['growth', 'data']",7.9662,0,negative
POST_002698,Instagram,@richard_martin,2023-07-20,Carousel,271609,184751,11034,460,314,674,4639,#startup #content #tech,0.043474,109075,-
POST_002699,X,@thomas_lee,2024-10-11,Tweet,218617,118701,11795,490,666,884,5714,"['analytics', 'growth']",5.9241,472275,
POST_002700,Instagram,@linda_garcia,2024-01-01,Carousel,455450,384445,40742,5786,2771,3172,15607,data,10.8242,172504,negative
POST_002701,Twitter,@emma_thomas,2023-03-04,Poll,396884,339022,9164,660,657,728,6555,"tech,content",2.6408,176407,negative
POST_002702,twitter,@patricia_davis,2024-05-27,Story,167772,108603,6211,233,73,375,1191,"startup,growth,tech,analytics",3.8844,181946,
POST_002703,Twitter,@charles_brown,2024-06-01,Story,59408,30292,2235,143,69,114,1500,#business #socialmedia #ai,4.119,350585,great
POST_002704,Instagram,@barbara_davis,2023-12-10,Story,332008,303503,35834,1646,2203,2563,13467,#socialmedia #growth #marketing,11.9524,288714,positive
POST_002705,twitter,@david_jones,2024-01-02,Tweet,25650,13764,953,120,47,82,738,"['ai', 'marketing', 'content', 'socialmedia']",4.3665,203989,positive
POST_002706,Twitter,@emma_jackson,2023-05-05,Story,111027,68584,3595,514,258,238,1838,#startup #content,3.9333,420279,negative
POST_002707,Instagram,@michael_jackson,2023-10-08,Story,241887,332438,9871,1238,743,567,15467,"['ai', 'data']",0.048998,90656,positive
POST_002708,instagram,@charles_moore,2023-05-19,Story,459052,321621,26019,1143,495,999,14220,#tech,0.060248,134295,
POST_002709,Twitter,@barbara_hernandez,2023-03-08,Story,472903,347580,34908,4106,594,2401,11845,"ai,content",0.083755,100646,0
POST_002710,Twitter,@jessica_williams,2024-03-09,Tweet,38463,22878,2723,87,140,119,730,#data #ai #analytics #business,7.6697,174521,great
POST_002711,Twitter,@noah_jackson,2023-02-19,Story,328832,221853,18664,1215,785,762,3564,['data'],0.062841,138958,great
POST_002712,Instagram,@ava_lewis,2024-12-22,Poll,196025,180243,14643,629,432,1261,1880,#data #ai,8.0112,341091,1
POST_002713,instagram,@sarah_robinson,2023-05-01,Reel,430025,386465,29597,3967,827,2923,20490,#tech,0.079974,57960,positive
POST_002714,Twitter,@linda_lewis,2023-03-23,Tweet,443236,239771,23027,1516,1243,1057,8035,#ai #analytics #socialmedia #startup,5.8177,31795,good
POST_002715,Instagram,@elizabeth_davis,2024-06-24,Reel,469389,399692,28232,3938,775,2263,9432,"['business', 'marketing']",7.0187,322105,positive
POST_002716,TW,@robert_davis,2023-12-25,Carousel,361354,270244,12881,397,213,386,12385,"['marketing', 'analytics', 'content', 'startup']",3.7335,101549,bad
POST_002717,Instagram,@jessica_jones,2024-11-05,Reel,256384,132060,7354,639,535,232,7589,marketing,0.033263,445990,positive
POST_002718,Instagram,@elizabeth_white,2023-03-05,Carousel,48769,50153,4532,642,260,357,1403,"['ai', 'data']",11.1423,321839,pos
POST_002719,Instagram,@susan_moore,2023-01-12,Story,36082,20558,2106,128,148,68,855,#data,6.6016,310970,0
POST_002720,Instagram,@karen_johnson,2024-07-07,Reel,233852,142562,11665,1127,257,1146,2854,"['analytics', 'data', 'tech']",0.0558,225452,negative
POST_002721,IG,@liam_gonzalez,2023-12-06,Post,51453,27474,2551,161,47,118,295,"growth,tech,marketing",5.3622,387658,negative
POST_002722,Twitter,@patricia_hernandez,2024-08-14,Thread,265989,224669,4519,203,277,431,7756,#analytics #tech,1.8794,319893,bad
POST_002723,twitter,@sarah_williams,2024-01-30,Post,357837,292642,34029,4536,1398,2594,5685,content,0.111679,212857,
POST_002724,IG,@elizabeth_thomas,2024-05-27,Poll,279356,292777,11301,564,841,565,11389,"growth,marketing,business,content",4.5483,463530,good
POST_002725,Instagram,@richard_garcia,2023-12-27,Poll,330554,240655,11152,1065,761,943,7197,"['ai', 'socialmedia']",0.039261,141516,negative
POST_002726,Instagram,@thomas_thomas,2024-04-28,Post,362658,251687,11553,1104,367,467,4211,"startup,data",3.5913,335186,neg
POST_002727,Instagram,@ava_lewis,2024-07-22,Carousel,114543,85680,4112,130,289,340,3962,"data,socialmedia,marketing",3.9557,100027,neg
POST_002728,Instagram,@sophia_hernandez,2024-08-23,Reel,229501,115516,4445,598,74,197,6218,['business'],0.022296,59338,positive
POST_002729,Instagram,@barbara_jackson,2023-01-18,Reel,378898,322031,7147,288,79,172,9607,"startup,content",0.019831,313649,positive
POST_002730,Instagram,@karen_white,2024-06-08,Tweet,282919,246945,28348,2047,974,1739,12496,"['content', 'business', 'startup']",11.0876,19118,bad
POST_002731,Instagram,@james_williams,2024-04-23,Thread,120651,63543,3896,230,301,331,3188,#data #business #marketing,0.036693,9090,positive
POST_002732,TW,@thomas_lewis,2024-03-21,Thread,182146,165651,5777,250,317,148,7892,"tech,content,startup",0.034829,258871,neg
POST_002733,Instagram,@susan_harris,2024-04-01,Tweet,280381,192101,12425,1069,659,1077,6970,#business #socialmedia #ai,5.0478,1,bad
POST_002734,Twitter,@karen_moore,2024-06-06,Reel,58076,35217,2685,345,118,95,1388,#startup #content #analytics #ai,5.4205,409244,
POST_002735,Instagram,@joseph_robinson,2024-12-22,Tweet,185619,96056,9137,1314,113,815,5370,"['socialmedia', 'growth', 'startup', 'tech']",5.6912,391702,negative
POST_002736,Twitter,@jessica_brown,2023-03-21,Story,232686,219049,15585,492,696,1263,4560,"content,analytics,tech",7.2084,183554,
POST_002737,Instagram,@emma_martin,2024-02-21,Poll,351420,280755,23917,3543,1380,1212,11556,['growth'],0.082067,399915,1
POST_002738,Instagram,@james_brown,2023-09-11,Post,242980,188886,7472,835,389,427,11078,"socialmedia,startup,analytics",3.5789,477336,
POST_002739,IG,@karen_thomas,2024-07-31,Reel,341619,193361,20541,1604,987,1312,4687,#business #socialmedia #ai #growth,0.067713,346497,positive
POST_002740,Twitter,@joseph_gonzalez,2024-04-27,Post,426690,367497,38844,3533,1635,2107,10177,#data #content,0.103147,117172,negative
POST_002741,TW,@robert_brown,2024-02-05,Post,412236,315493,8862,729,590,678,16627,"['growth', 'ai', 'data', 'tech']",0.024697,124725,
POST_002742,INSTA,@michael_lee,2024-08-05,Story,131888,87058,4974,297,197,465,2282,"['growth', 'ai']",4.1459,429791,negative
POST_002743,Twitter,@linda_robinson,2023-10-03,Reel,140711,109985,11359,1584,699,1019,6258,business,0.09695,221917,
POST_002744,Twitter,@olivia_martinez,2023-06-03,Tweet,494737,278312,13331,526,613,588,15312,#socialmedia #data #ai,0.029248,120883,negative
POST_002745,TW,@olivia_clark,2023-11-15,Post,200702,138717,4126,358,299,314,1414,#analytics #content #socialmedia,2.3831,69177,1
POST_002746,Twitter,@noah_lee,2023-08-30,Thread,65145,37181,939,125,17,61,1210,"['socialmedia', 'growth']",1.6594,317137,neg
POST_002747,Instagram,@emma_jones,2024-07-07,Carousel,113220,62457,2476,194,149,239,1558,#data #business #analytics #marketing,2.4898,304768,
POST_002748,Twitter,@olivia_lee,2023-11-22,Tweet,103130,97706,4114,258,77,391,2164,"growth,content",4.314,252939,
POST_002749,X,@sophia_williams,2024-06-09,Reel,263520,165641,15666,1229,1185,921,3900,#growth #socialmedia,6.861,268685,-
POST_002750,X,@emma_johnson,2024-10-28,Story,348694,176118,3779,540,262,89,5504,['growth'],1.3138,262861,negative
POST_002751,X,@joseph_johnson,2023-02-02,Thread,22318,13354,1010,104,35,51,310,"['socialmedia', 'content']",5.1483,435266,negative
POST_002752,Instagram,@karen_thomas,2023-09-26,Reel,348886,231949,26016,1246,1679,537,5839,"marketing,ai,analytics",0.082953,86991,1
POST_002753,INSTA,@david_jones,2023-04-08,Thread,447243,226278,25820,3139,403,2284,11373,#marketing #tech #data,6.5651,382710,
POST_002754,instagram,@jessica_jones,2023-04-13,Poll,169011,132264,10605,341,592,570,6122,"marketing,tech,analytics,socialmedia",6.8268,234102,0
POST_002755,TW,@olivia_hernandez,2024-06-27,Post,169711,124720,7466,393,552,419,1402,analytics,0.049561,133184,good
POST_002756,Instagram,@robert_jones,2024-09-27,Reel,435332,284420,14958,1545,170,471,8902,"['ai', 'startup']",3.83,263362,
POST_002757,INSTA,@jennifer_white,2024-08-07,Tweet,164205,147736,10781,431,397,886,4299,"analytics,data",7.0698,36149,positive
POST_002758,Twitter,@olivia_thompson,2023-10-18,Poll,400592,244104,25503,869,668,1756,7348,['growth'],6.75,204512,positive
POST_002759,Instagram,@william_thomas,2023-09-15,Carousel,206289,111633,4889,512,214,286,2217,['startup'],0.027219,238838,neg
POST_002760,twitter,@robert_miller,2024-09-21,Carousel,57484,31424,1196,177,77,109,1716,analytics,2.5224,136805,negative
POST_002761,Twitter,@mary_robinson,2024-07-17,Thread,164005,140456,5370,240,194,131,7986,#business,0.035389,347897,great
POST_002762,Instagram,@david_martinez,2023-03-03,Reel,487634,318625,22212,3328,769,1184,16130,"analytics,business,marketing",5.3952,323124,negative
POST_002763,Twitter,@joseph_lee,2023-04-05,Post,329857,298888,16430,1483,703,1570,11346,#analytics #tech,0.056437,190577,negative
POST_002764,Twitter,@david_anderson,2024-11-21,Story,357294,191635,21676,2773,605,2150,8726,"['tech', 'socialmedia', 'startup']",0.070122,383972,bad
POST_002765,Instagram,@jessica_smith,2024-06-08,Reel,468285,347988,20938,2157,1408,1703,6571,#ai,5.2325,497316,pos
POST_002766,TW,@charles_jones,2024-11-28,Tweet,214347,135237,11730,896,230,267,2870,#growth,5.9978,203411,-
POST_002767,Twitter,@jennifer_davis,2024-09-07,Carousel,255143,235643,24547,1111,1494,588,7046,"['growth', 'business']",10.6419,296890,neg
POST_002768,Twitter,@patricia_thompson,2023-07-28,Story,371878,265757,27215,2892,597,1842,9232,#content,8.2565,195989,positive
POST_002769,Twitter,@charles_martinez,2024-05-11,Story,404757,251940,9669,1399,438,305,11554,"['ai', 'content']",2.8427,469870,negative
POST_002770,Instagram,@thomas_hernandez,2023-01-27,Poll,203162,104504,9673,639,674,939,1817,"['tech', 'socialmedia']",5.4075,15868,positive
POST_002771,Twitter,@karen_garcia,2023-11-24,Carousel,163541,117744,9751,816,433,564,5377,"business,socialmedia,data,analytics",6.7261,446878,negative
POST_002772,IG,@patricia_anderson,2023-10-20,Reel,171216,97550,6409,556,147,473,5600,"['ai', 'content', 'socialmedia', 'tech']",4.1538,488182,great
POST_002773,twitter,@linda_clark,2023-02-02,Story,208306,111164,11448,496,133,1043,4556,"ai,marketing,business",5.7977,262925,negative
POST_002774,twitter,@olivia_moore,2023-06-18,Post,29495,16744,945,30,46,72,251,#growth #analytics #content #data,3.4616,0,1
POST_002775,Twitter,@jennifer_davis,2023-11-08,Thread,450544,331250,8635,1199,415,634,18126,"['marketing', 'business', 'socialmedia']",0.022748,452091,1
POST_002776,Instagram,@mary_wilson,2024-07-18,Post,226003,138079,3046,351,225,120,3443,"['growth', 'tech', 'content', 'socialmedia']",1.6026,37209,+
POST_002777,Twitter,@robert_williams,2024-05-31,Carousel,26450,18258,1526,226,111,59,1004,"['startup', 'business']",0.070435,245889,0
POST_002778,TW,@joseph_thompson,2023-02-02,Tweet,494158,363446,24086,3364,1360,1040,9747,"['analytics', 'content', 'data', 'growth']",0.058301,288993,1
POST_002779,IG,@jennifer_brown,2023-01-09,Reel,252973,132069,12767,1785,184,534,6868,#growth #marketing #data,0.058251,399199,negative
POST_002780,IG,@olivia_anderson,2023-03-26,Poll,463895,566959,62140,3149,2913,1252,28725,"['ai', 'content', 'data']",0.14702,373636,0
POST_002781,Instagram,@susan_clark,2023-10-09,Story,415518,291787,24196,2289,516,1778,6906,"tech,analytics,ai,growth",6.4982,265938,neg
POST_002782,Instagram,@david_johnson,2024-04-26,Poll,417053,312868,23578,1839,403,1831,10952,"content,tech,marketing,growth",6.1911,178582,pos
POST_002783,Instagram,@barbara_clark,2023-09-22,Tweet,303822,247521,9466,1006,662,535,2585,#startup #marketing,3.6646,413475,0
POST_002784,Instagram,@michael_thompson,2024-08-18,Post,318876,261393,19976,2540,444,652,10970,['business'],0.072003,439903,bad
POST_002785,instagram,@ava_jones,2024-06-11,Poll,50894,41384,2931,436,194,152,865,"ai,marketing,socialmedia,startup",0.069969,351582,negative
POST_002786,Twitter,@sarah_brown,2023-01-25,Tweet,39577,21133,1706,66,43,73,850,#analytics #growth #business,0.04586,492137,negative
POST_002787,Twitter,@olivia_harris,2023-05-21,Tweet,30159,27358,1886,220,40,106,1268,#data,0.071156,176245,negative
POST_002788,instagram,@sophia_thomas,2023-07-05,Poll,289464,250272,19319,2370,828,1219,4681,"['socialmedia', 'business', 'marketing', 'content']",0.077789,380980,negative
POST_002789,twitter,@karen_thomas,2024-09-02,Story,440817,394769,37675,4728,858,3361,4732,"ai,content,tech,socialmedia",9.8138,155072,pos
POST_002790,X,@jessica_white,2024-03-21,Thread,205550,118639,12949,793,817,994,3249,"['socialmedia', 'tech']",7.0829,357426,negative
POST_002791,instagram,@ava_anderson,2024-05-20,Story,203097,155165,11161,526,865,293,5579,"growth,ai",0.061803,386731,pos
POST_002792,Twitter,@olivia_jackson,2023-07-25,Story,319366,293715,31109,2336,1539,1279,15861,tech,10.9542,456791,
POST_002793,twitter,@richard_clark,2023-06-13,Carousel,231681,213096,17023,1359,467,629,11083,"analytics,tech,marketing,socialmedia",8.1358,481605,
POST_002794,Instagram,@susan_jones,2024-04-20,Poll,402685,268667,14899,1878,1014,812,15392,"content,analytics",4.4181,331667,
POST_002795,IG,@sarah_smith,2023-02-05,Tweet,89863,79417,4503,672,144,264,4632,socialmedia,0.05919,194956,
POST_002796,Twitter,@karen_williams,2024-03-28,Carousel,401649,284422,27410,3680,1063,1577,4335,"['data', 'analytics', 'growth']",8.0052,19900,pos
POST_002797,INSTA,@jennifer_lopez,2024-08-15,Story,234834,126107,8612,515,290,295,2401,#marketing #tech,4.0101,427746,great
POST_002798,Twitter,@linda_harris,2024-01-05,Post,75326,70653,6911,565,509,308,938,business,10.6006,488438,+
POST_002799,Instagram,@liam_jones,2023-12-25,Tweet,207938,132858,10254,1322,174,266,7362,#marketing #ai #growth #socialmedia,5.6507,288129,negative
POST_002800,Twitter,@ava_thompson,2024-07-25,Reel,366777,230954,5623,450,80,217,12839,#tech #growth #content #socialmedia,0.016776,326959,neg
POST_002801,TW,@sarah_lee,2024-02-13,Carousel,390626,353495,24195,1074,800,2244,3830,['analytics'],0.066736,448636,good
POST_002802,TW,@joseph_harris,2023-02-21,Poll,399239,333235,23146,2031,1290,869,16795,"['socialmedia', 'data']",6.6294,291941,negative
POST_002803,Twitter,@patricia_martin,2024-06-21,Reel,46732,31013,2820,332,38,172,769,"marketing,startup,data",0.068262,470827,-
POST_002804,TW,@karen_white,2023-03-20,Poll,100835,86644,8610,1075,404,815,1305,#data,10.0055,26019,pos
POST_002805,Twitter,@joseph_wilson,2024-10-31,Tweet,318967,162368,5180,629,391,303,8942,#marketing #analytics,1.9438,404289,
POST_002806,Instagram,@liam_hernandez,2023-04-05,Poll,438777,334149,27346,1515,1390,554,7417,"['business', 'socialmedia']",6.8944,79700,negative
POST_002807,Twitter,@jennifer_lewis,2024-05-20,Tweet,485615,301961,27151,2562,1087,2161,10383,"['ai', 'tech']",6.3425,62112,
POST_002808,TW,@thomas_lee,2024-12-14,Story,75952,56920,5910,279,346,325,1379,#business #data,0.086041,361007,1
POST_002809,Twitter,@jennifer_johnson,2024-09-29,Thread,144899,93950,6551,276,438,423,4091,#business #socialmedia,5.0138,253759,negative
POST_002810,X,@robert_williams,2023-07-21,Reel,415808,342679,8243,1090,457,328,20395,"ai,growth",0.023545,55585,
POST_002811,Twitter,@richard_thompson,2023-04-08,Reel,362205,284673,7905,489,310,346,4413,"['content', 'tech']",0.024031,465362,good
