campaign_id,campaign_name,channel,start_date,end_date,budget_usd,spend_usd,impressions,clicks,ctr,conversions,conversion_rate,revenue_usd,roi_pct,target_audience
CMP-3525,Fall Campaign 2024,Social Media,2024-07-31,2024-10-27,28155.59,17181.17,350475,2042,0.58,273,13.37,34035.11,98.1,Enterprise
CMP-3526,Launch Sale 2022,Influencer,2022-08-02,2022-10-11,22665.56,14838.55,266297,12717,4.78,911,7.16,55785.28,275.95,45-54 Homeowners
CMP-3527,Holiday Deal 2023,Email,2023-02-03,2023-02-17,6236.74,5216.24,177863,2547,1.43,326,12.8,64183.18,1130.45,55+ Retirees
CMP-3528,Holiday Campaign 2024,Podcast,2024-12-17,2025-02-09,37172.26,27024.3,94428,1918,2.03,85,4.43,8581.98,-68.24,25-34 Professionals
CMP-3529,Spring Sale 2023,Podcast,2023-12-07,2024-01-31,18229.11,12528.83,253209,3147,1.24,457,14.52,67354.0,437.59,55+ Retirees
CMP-3530,Spring Blast 2025,Social Media,2025-02-10,2025-04-23,11469.29,9224.27,233689,10596,4.53,1332,12.57,46272.41,401.64,Small Business
CMP-3531,Premium Special 2022,Influencer,2022-10-21,2022-12-18,46854.44,31364.99,258631,14082,5.44,1480,10.51,142963.95,355.81,Students
CMP-3532,Flash Sale 2023,Email,2023-10-04,2023-12-09,5646.97,5096.77,232158,16572,7.14,1987,11.99,200152.1,3827.04,Enterprise
CMP-3533,Launch Campaign 2025,Search Ads,2025-05-04,2025-07-09,12612.22,9296.34,418340,18240,4.36,2232,12.24,303111.49,3160.55,45-54 Homeowners
CMP-3534,Premium Event 2022,Display Ads,2022-09-02,2022-11-28,17658.9,11373.0,464567,34523,7.43,3403,9.86,116097.92,920.82,25-34 Professionals
CMP-3535,Mega Offer 2023,Social Media,2023-04-13,2023-06-01,42364.68,26620.85,329420,3099,0.94,329,10.62,47586.76,78.76,Students
CMP-3536,Premium Offer 2024,Email,2024-04-18,2024-06-10,25601.39,20555.4,280682,17877,6.37,2397,13.41,401722.76,1854.34,Enterprise
CMP-3537,Exclusive Campaign 2022,Display Ads,2022-05-19,2022-08-17,35273.06,22255.49,191312,5853,3.06,103,1.76,10416.82,-53.19,25-34 Professionals
CMP-3538,Winter Campaign 2024,Video Ads,2024-09-07,2024-11-21,8398.56,7850.62,224682,5606,2.5,101,1.8,11962.43,52.38,55+ Retirees
CMP-3539,Launch Promo 2023,Email,2023-03-01,2023-04-12,3540.65,3379.84,278644,8391,3.01,1231,14.67,93927.59,2679.05,Students
CMP-3540,Spring Drive 2024,Social Media,2024-07-15,2024-08-04,24681.36,22996.09,203133,12103,5.96,539,4.45,58304.91,153.54,Enterprise
CMP-3541,Holiday Drive 2024,Podcast,2024-11-30,2025-01-01,8495.27,5129.58,388017,7873,2.03,887,11.27,80457.48,1468.5,18-24 Urban
CMP-3542,Fall Blast 2022,Video Ads,2022-08-05,2022-08-27,7043.43,5335.12,316915,15491,4.89,1293,8.35,132693.74,2387.17,Students
CMP-3543,Mega Sale 2024,Social Media,2024-04-14,2024-05-02,47682.7,43476.6,119869,3388,2.83,287,8.47,30240.07,-30.45,45-54 Homeowners
CMP-3544,Summer Push 2022,Podcast,2022-07-28,2022-08-06,35825.11,29136.37,229256,3409,1.49,207,6.07,7096.09,-75.65,25-34 Professionals
CMP-3545,Exclusive Campaign 2025,Direct Mail,2025-01-21,2025-02-14,38716.33,28427.15,99555,6966,7.0,183,2.63,3967.38,-86.04,Enterprise
CMP-3546,Launch Promo 2024,Email,2024-06-12,2024-08-03,43016.12,32110.26,136168,1012,0.74,36,3.56,5345.97,-83.35,45-54 Homeowners
CMP-3547,Fall Promo 2024,Search Ads,2024-06-25,2024-08-05,29363.45,22918.0,227458,6244,2.75,425,6.81,83167.77,262.89,55+ Retirees
CMP-3548,Fall Promo 2025,Display Ads,2025-05-30,2025-08-15,36573.68,28465.26,340509,24475,7.19,500,2.04,41658.47,46.35,25-34 Professionals
CMP-3549,Spring Blast 2025,Search Ads,2025-06-26,2025-07-13,12753.94,12662.66,280498,20704,7.38,2533,12.23,447867.69,3436.92,Students
CMP-3550,Summer Drive 2024,Influencer,2024-06-05,2024-08-13,36382.16,24430.02,13574,572,4.21,82,14.34,13006.86,-46.76,18-24 Urban
CMP-3551,Launch Blast 2025,Podcast,2025-08-07,2025-09-12,9851.07,7536.88,398928,27662,6.93,1389,5.02,179872.44,2286.56,45-54 Homeowners
CMP-3552,Launch Push 2024,Influencer,2024-05-23,2024-07-29,24324.05,17478.05,103319,1827,1.77,92,5.04,9317.66,-46.69,55+ Retirees
CMP-3553,Fall Event 2025,Social Media,2025-03-04,2025-05-05,27233.06,21520.85,244398,13813,5.65,220,1.59,7133.71,-66.85,Students
CMP-3554,Holiday Blast 2024,Display Ads,2024-10-20,2024-11-10,24559.12,18519.69,312189,15375,4.92,1966,12.79,140755.09,660.03,Enterprise
CMP-3555,Flash Push 2023,Video Ads,2023-03-13,2023-04-11,13968.4,8605.16,10821,305,2.82,28,9.18,3876.12,-54.96,Students
CMP-3556,Exclusive Blast 2022,Video Ads,2022-08-25,2022-09-22,2957.63,2296.29,51236,1727,3.37,27,1.56,752.42,-67.23,35-44 Parents
CMP-3557,Fall Special 2023,Display Ads,2023-05-18,2023-08-12,31905.09,25192.12,234561,8064,3.44,624,7.74,48413.53,92.18,25-34 Professionals
CMP-3558,Summer Special 2025,Video Ads,2025-02-02,2025-04-11,35212.17,25923.9,305760,2703,0.88,217,8.03,16082.33,-37.96,35-44 Parents
CMP-3559,Spring Drive 2023,Video Ads,2023-07-19,2023-09-17,41385.5,36131.84,469739,29498,6.28,570,1.93,65674.53,81.76,Enterprise
CMP-3560,Premium Drive 2024,Social Media,2024-07-14,2024-07-26,35257.79,27115.38,398813,14632,3.67,586,4.0,95418.46,251.9,18-24 Urban
CMP-3561,Exclusive Blast 2024,Search Ads,2024-03-22,2024-04-29,25164.12,15143.86,363992,13810,3.79,274,1.98,23832.01,57.37,Enterprise
CMP-3562,Launch Sale 2022,Social Media,2022-05-13,2022-07-10,12784.21,7905.85,152802,5230,3.42,500,9.56,97583.53,1134.32,Students
CMP-3563,Launch Drive 2023,Influencer,2023-12-13,2024-01-10,41116.94,25677.19,9121,94,1.03,5,5.32,122.12,-99.52,Students
CMP-3564,Flash Drive 2025,Display Ads,2025-01-27,2025-02-17,14781.75,9763.68,252357,19090,7.56,254,1.33,43455.07,345.07,Students
CMP-3565,Winter Event 2025,Social Media,2025-05-08,2025-06-01,33263.12,23134.12,312355,5507,1.76,150,2.72,7160.36,-69.05,25-34 Professionals
CMP-3566,Winter Blast 2025,Direct Mail,2025-09-05,2025-11-21,47927.79,34085.74,347211,22457,6.47,398,1.77,43474.98,27.55,35-44 Parents
CMP-3567,Winter Push 2025,Direct Mail,2025-01-03,2025-03-31,12997.97,8667.97,122275,6668,5.45,425,6.37,81721.47,842.8,Students
CMP-3568,Mega Campaign 2022,Podcast,2022-10-11,2023-01-01,14322.45,13778.72,154802,10282,6.64,350,3.4,15719.72,14.09,35-44 Parents
CMP-3569,Winter Blast 2024,Search Ads,2024-10-24,2024-12-01,32262.8,22187.62,396447,9001,2.27,887,9.85,24764.69,11.61,35-44 Parents
CMP-3570,Winter Campaign 2025,Video Ads,2025-09-10,2025-11-13,16850.71,10786.49,346015,24817,7.17,3721,14.99,311449.57,2787.4,25-34 Professionals
CMP-3571,Exclusive Promo 2024,Search Ads,2024-07-23,2024-08-27,1753.78,1622.42,270927,17646,6.51,1894,10.73,287038.15,17591.98,55+ Retirees
CMP-3572,Launch Deal 2025,Influencer,2025-09-12,2025-10-07,14358.51,13281.59,94423,4718,5.0,695,14.73,58460.88,340.16,35-44 Parents
CMP-3573,Holiday Special 2022,Email,2022-10-09,2022-12-20,34953.31,24157.66,21331,1323,6.2,54,4.08,5843.54,-75.81,18-24 Urban
CMP-3574,Flash Push 2025,Video Ads,2025-05-26,2025-06-24,30744.83,23458.4,235071,10582,4.5,1336,12.63,92993.73,296.42,55+ Retirees
CMP-3575,Fall Offer 2023,Display Ads,2023-08-05,2023-09-15,36792.04,24148.69,319812,23277,7.28,1742,7.48,104605.57,333.17,35-44 Parents
CMP-3576,Premium Drive 2023,Podcast,2023-04-19,2023-05-22,48755.87,34201.92,116777,2360,2.02,246,10.42,21388.42,-37.46,Small Business
CMP-3577,Flash Drive 2022,Social Media,2022-07-09,2022-08-14,48471.68,32881.19,477455,5121,1.07,671,13.1,131141.92,298.84,35-44 Parents
CMP-3578,Premium Sale 2024,Influencer,2024-05-10,2024-06-18,17644.13,13277.06,394246,20167,5.12,1457,7.22,121453.95,814.77,Students
CMP-3579,Winter Drive 2022,Influencer,2022-08-08,2022-10-15,5133.56,4357.53,50535,2724,5.39,112,4.11,6876.67,57.81,Enterprise
CMP-3580,Summer Sale 2022,Display Ads,2022-12-08,2023-03-05,32843.3,24592.07,13972,198,1.42,11,5.56,1311.07,-94.67,55+ Retirees
CMP-3581,Fall Blast 2022,Email,2022-06-20,2022-07-06,44820.14,34800.4,435851,23815,5.46,316,1.33,43966.21,26.34,25-34 Professionals
CMP-3582,Spring Offer 2024,Direct Mail,2024-07-21,2024-08-26,48207.57,39338.7,96723,6649,6.87,653,9.82,104113.47,164.66,Enterprise
CMP-3583,Exclusive Offer 2024,Display Ads,2024-05-12,2024-06-17,536.31,424.89,332493,17185,5.17,1165,6.78,82817.12,19391.43,Students
CMP-3584,Summer Promo 2023,Email,2023-10-03,2023-12-03,28255.13,18067.62,93633,4857,5.19,566,11.65,69814.8,286.41,35-44 Parents
CMP-3585,Winter Blast 2025,Podcast,2025-06-20,2025-09-02,15607.06,13420.37,280786,19522,6.95,1069,5.48,178304.22,1228.61,Small Business
CMP-3586,Fall Sale 2023,Social Media,2023-01-25,2023-02-17,31075.74,23475.38,156981,10770,6.86,1229,11.41,66859.04,184.8,45-54 Homeowners
CMP-3587,Launch Promo 2022,Social Media,2022-01-27,2022-03-25,41926.02,38242.89,110676,1978,1.79,186,9.4,35561.66,-7.01,Enterprise
CMP-3588,Holiday Offer 2024,Influencer,2024-02-18,2024-04-04,44260.01,40090.73,43746,1330,3.04,198,14.89,17693.75,-55.87,35-44 Parents
CMP-3589,Spring Sale 2023,Email,2023-01-28,2023-04-24,21059.96,15793.81,495078,24565,4.96,2176,8.86,212933.19,1248.21,18-24 Urban
CMP-3590,Exclusive Campaign 2023,Display Ads,2023-08-01,2023-10-05,653.79,441.26,223208,1786,0.8,21,1.18,2416.75,447.69,25-34 Professionals
CMP-3591,Exclusive Event 2023,Display Ads,2023-02-17,2023-03-30,31171.76,21760.01,466910,33344,7.14,433,1.3,37118.42,70.58,25-34 Professionals
CMP-3592,Fall Drive 2022,Direct Mail,2022-11-26,2023-02-20,35319.8,25586.08,465633,28028,6.02,913,3.26,162421.3,534.8,25-34 Professionals
CMP-3593,Exclusive Special 2024,Display Ads,2024-06-02,2024-06-13,38321.38,23312.6,330843,24148,7.3,742,3.07,146818.41,529.78,35-44 Parents
CMP-3594,Spring Offer 2022,Email,2022-05-21,2022-06-13,42387.33,39294.41,54547,433,0.79,62,14.32,9688.7,-75.34,Students
CMP-3595,Launch Deal 2024,Podcast,2024-11-20,2025-01-04,28386.84,24711.29,152591,11500,7.54,1145,9.96,167095.61,576.19,Enterprise
CMP-3596,Holiday Blast 2024,Search Ads,2024-05-23,2024-06-29,5576.62,3419.93,321373,24625,7.66,1397,5.67,47232.6,1281.1,45-54 Homeowners
CMP-3597,Fall Push 2024,Email,2024-02-25,2024-04-13,37304.13,25939.61,252905,2772,1.1,372,13.42,39687.62,53.0,Students
CMP-3598,Holiday Campaign 2024,Video Ads,2024-02-14,2024-03-11,10204.41,9467.51,412568,16245,3.94,2358,14.52,63938.01,575.34,45-54 Homeowners
CMP-3599,Winter Offer 2022,Email,2022-06-20,2022-08-29,46731.66,42610.97,354144,27814,7.85,3186,11.45,566643.16,1229.81,25-34 Professionals
CMP-3600,Spring Deal 2024,Display Ads,2024-03-26,2024-04-12,22094.82,17785.95,395881,25241,6.38,2766,10.96,166592.81,836.65,Students
CMP-3601,Winter Special 2022,Social Media,2022-11-30,2022-12-26,42115.9,36347.55,257208,8465,3.29,394,4.65,24971.33,-31.3,Students
CMP-3602,Flash Deal 2022,Search Ads,2022-03-08,2022-03-28,41207.53,37708.41,327234,15315,4.68,371,2.42,17009.35,-54.89,35-44 Parents
CMP-3603,Winter Campaign 2023,Search Ads,2023-03-04,2023-04-09,34040.03,32056.35,453666,33575,7.4,1918,5.71,186597.09,482.09,35-44 Parents
CMP-3604,Holiday Blast 2023,Display Ads,2023-04-12,2023-05-26,45474.38,29669.8,224041,6196,2.77,76,1.23,5056.84,-82.96,18-24 Urban
CMP-3605,Mega Promo 2024,Search Ads,2024-01-14,2024-03-09,41212.27,37653.12,400798,15168,3.78,1046,6.9,157986.83,319.58,Small Business
CMP-3606,Exclusive Event 2022,Display Ads,2022-09-12,2022-11-20,13275.11,9567.6,70388,499,0.71,26,5.21,5176.14,-45.9,18-24 Urban
CMP-3607,Fall Offer 2023,Podcast,2023-05-25,2023-06-13,22045.84,16859.88,209358,7829,3.74,645,8.24,101790.35,503.74,55+ Retirees
CMP-3608,Mega Promo 2025,Search Ads,2025-02-19,2025-04-11,5991.68,5096.71,238520,15984,6.7,1109,6.94,212313.8,4065.7,55+ Retirees
CMP-3609,Holiday Offer 2024,Search Ads,2024-10-03,2024-11-27,46093.64,45816.88,175914,11242,6.39,1034,9.2,91042.72,98.71,Enterprise
CMP-3610,Premium Campaign 2024,Direct Mail,2024-01-23,2024-04-15,34038.26,29118.01,26044,487,1.87,69,14.17,7256.32,-75.08,55+ Retirees
CMP-3611,Premium Event 2025,Search Ads,2025-01-20,2025-02-19,16936.54,12133.0,169328,6787,4.01,298,4.39,21779.11,79.5,18-24 Urban
CMP-3612,Exclusive Promo 2022,Display Ads,2022-04-08,2022-04-28,9982.81,8636.78,273285,6432,2.35,898,13.96,157522.29,1723.85,Students
CMP-3613,Flash Blast 2022,Social Media,2022-09-22,2022-11-01,9056.69,8161.46,155856,5683,3.65,348,6.12,66768.15,718.09,Students
CMP-3614,Launch Event 2025,Display Ads,2025-07-27,2025-08-10,49036.56,45306.14,437809,17794,4.06,1119,6.29,122075.89,169.45,18-24 Urban
CMP-3615,Premium Deal 2022,Email,2022-04-08,2022-05-03,36212.39,22436.62,25189,633,2.51,24,3.79,4456.23,-80.14,18-24 Urban
CMP-3616,Holiday Sale 2025,Influencer,2025-07-28,2025-08-15,6943.51,4413.17,193942,13792,7.11,486,3.52,53689.01,1116.56,Small Business
CMP-3617,Winter Promo 2023,Influencer,2023-11-25,2023-12-03,46476.5,35866.33,89587,3710,4.14,326,8.79,9500.55,-73.51,55+ Retirees
CMP-3618,Fall Special 2023,Email,2023-07-19,2023-10-03,3165.23,2391.64,472897,28268,5.98,1354,4.79,262891.82,10892.12,Enterprise
CMP-3619,Winter Deal 2023,Email,2023-10-23,2023-11-07,20251.81,12842.75,215378,6233,2.89,820,13.16,151324.51,1078.29,55+ Retirees
CMP-3620,Exclusive Deal 2022,Email,2022-12-03,2023-03-03,3699.54,2668.64,195484,3095,1.58,271,8.76,26810.34,904.64,18-24 Urban
CMP-3621,Flash Deal 2022,Direct Mail,2022-01-13,2022-04-02,26720.97,18930.08,186344,1714,0.92,170,9.92,9677.41,-48.88,45-54 Homeowners
CMP-3622,Winter Drive 2025,Direct Mail,2025-09-30,2025-11-02,25990.4,22402.87,102616,2007,1.96,111,5.53,8156.01,-63.59,18-24 Urban
CMP-3623,Premium Sale 2024,Podcast,2024-03-15,2024-04-10,782.55,623.99,221470,2039,0.92,202,9.91,5458.7,774.81,45-54 Homeowners
CMP-3624,Premium Offer 2024,Email,2024-08-20,2024-09-26,45068.88,34599.79,286584,2364,0.82,53,2.24,9020.95,-73.93,Students
CMP-3625,Winter Promo 2025,Video Ads,2025-05-26,2025-06-03,13793.66,10397.54,231264,1534,0.66,87,5.67,11006.48,5.86,45-54 Homeowners
CMP-3626,Fall Event 2023,Podcast,2023-07-15,2023-08-25,30854.8,26012.66,347359,18693,5.38,410,2.19,53776.97,106.73,35-44 Parents
CMP-3627,Summer Special 2024,Video Ads,2024-05-03,2024-08-01,9056.33,8854.96,181330,13401,7.39,969,7.23,72515.99,718.93,Small Business
CMP-3628,Holiday Sale 2025,Social Media,2025-07-20,2025-08-01,26306.41,25808.95,25023,939,3.75,12,1.28,1137.66,-95.59,Enterprise
CMP-3629,Holiday Push 2022,Search Ads,2022-06-10,2022-08-09,28504.62,18509.0,492031,35588,7.23,1340,3.77,117899.39,536.98,18-24 Urban
CMP-3630,Exclusive Promo 2023,Direct Mail,2023-07-05,2023-08-09,9848.74,8827.19,207503,5048,2.43,239,4.73,20890.52,136.66,55+ Retirees
CMP-3631,Summer Push 2025,Social Media,2025-04-13,2025-05-24,21082.63,13458.61,177125,12518,7.07,1238,9.89,116148.41,763.0,Small Business
CMP-3632,Summer Deal 2024,Email,2024-04-25,2024-06-30,15432.23,13896.89,335351,13918,4.15,1750,12.57,114473.0,723.73,Enterprise
CMP-3633,Launch Event 2022,Search Ads,2022-02-03,2022-04-20,48881.09,31267.59,185350,7038,3.8,131,1.86,3342.71,-89.31,35-44 Parents
CMP-3634,Flash Special 2023,Direct Mail,2023-06-28,2023-09-13,29432.71,25901.83,40090,1138,2.84,19,1.67,1781.31,-93.12,Small Business
CMP-3635,Launch Deal 2022,Direct Mail,2022-03-09,2022-03-18,38875.67,33567.08,100716,6863,6.81,721,10.51,111091.66,230.95,55+ Retirees
CMP-3636,Mega Promo 2025,Search Ads,2025-08-14,2025-10-16,846.57,613.01,296911,10606,3.57,148,1.4,13709.54,2136.43,55+ Retirees
CMP-3637,Mega Blast 2024,Email,2024-06-12,2024-08-10,7158.09,5475.14,310145,9618,3.1,285,2.96,24768.21,352.38,35-44 Parents
CMP-3638,Holiday Deal 2024,Video Ads,2024-02-22,2024-03-13,39443.62,36530.93,149065,2747,1.84,85,3.09,9745.79,-73.32,Enterprise
CMP-3639,Exclusive Sale 2025,Video Ads,2025-04-15,2025-06-23,26312.47,25113.67,115341,4229,3.67,354,8.37,45759.3,82.21,55+ Retirees
CMP-3640,Premium Blast 2024,Social Media,2024-02-10,2024-03-17,45454.63,39741.22,25450,1689,6.64,193,11.43,26405.9,-33.56,Students
CMP-3641,Exclusive Event 2022,Video Ads,2022-07-28,2022-09-07,6656.9,4350.8,99663,5058,5.08,743,14.69,61220.02,1307.1,25-34 Professionals
CMP-3642,Winter Promo 2025,Display Ads,2025-04-09,2025-05-11,47843.77,40824.72,383205,28546,7.45,1784,6.25,310241.72,659.94,55+ Retirees
CMP-3643,Fall Promo 2025,Display Ads,2025-04-13,2025-05-22,21488.59,16899.85,41153,2426,5.9,78,3.22,6299.96,-62.72,Small Business
CMP-3644,Winter Promo 2022,Social Media,2022-12-02,2022-12-26,8723.14,7380.98,68768,5251,7.64,281,5.35,14987.86,103.06,Small Business
CMP-3645,Launch Special 2023,Display Ads,2023-09-29,2023-12-06,40976.4,34125.51,242040,12644,5.22,1668,13.19,35923.3,5.27,25-34 Professionals
CMP-3646,Winter Blast 2022,Video Ads,2022-12-23,2023-01-01,19248.69,11823.56,437887,9742,2.22,563,5.78,91680.68,675.41,Small Business
CMP-3647,Exclusive Event 2025,Video Ads,2025-08-12,2025-08-28,46500.36,43411.13,353427,21870,6.19,858,3.92,87908.67,102.5,45-54 Homeowners
CMP-3648,Holiday Blast 2022,Podcast,2022-06-07,2022-06-14,22191.16,18391.2,47033,1162,2.47,172,14.8,17407.93,-5.35,45-54 Homeowners
CMP-3649,Mega Special 2022,Display Ads,2022-01-10,2022-01-17,29455.33,18287.75,399779,5038,1.26,446,8.85,47939.18,162.14,35-44 Parents
CMP-3650,Summer Offer 2025,Email,2025-03-14,2025-04-08,40781.56,25380.92,65335,2176,3.33,278,12.78,52145.73,105.45,Students
CMP-3651,Spring Deal 2023,Podcast,2023-05-11,2023-06-08,45818.73,29409.93,306062,12175,3.98,746,6.13,101618.99,245.53,35-44 Parents
CMP-3652,Spring Push 2022,Direct Mail,2022-06-01,2022-08-11,46799.09,38497.95,14698,548,3.73,75,13.69,6227.79,-83.82,Small Business
CMP-3653,Premium Promo 2024,Direct Mail,2024-01-29,2024-03-05,14338.25,13744.19,17054,149,0.87,4,2.68,571.58,-95.84,25-34 Professionals
CMP-3654,Holiday Drive 2024,Social Media,2024-07-20,2024-08-13,40139.93,31228.67,127699,7105,5.56,921,12.96,172470.4,452.28,Enterprise
CMP-3655,Summer Event 2022,Influencer,2022-07-12,2022-07-28,27223.81,22764.62,63170,4502,7.13,534,11.86,97244.16,327.17,35-44 Parents
CMP-3656,Launch Campaign 2025,Direct Mail,2025-03-06,2025-04-12,3051.54,1861.34,159697,8895,5.57,430,4.83,19806.6,964.1,Students
CMP-3657,Spring Promo 2024,Email,2024-04-01,2024-06-27,5546.49,5152.03,411826,5909,1.43,502,8.5,51910.04,907.56,35-44 Parents
CMP-3658,Premium Promo 2022,Influencer,2022-05-03,2022-07-09,11930.25,9790.28,371138,14010,3.77,770,5.5,108047.09,1003.62,Small Business
CMP-3659,Summer Deal 2024,Direct Mail,2024-09-15,2024-10-13,28566.54,19321.44,41275,2228,5.4,192,8.62,31902.88,65.12,Students
CMP-3660,Flash Special 2025,Email,2025-09-11,2025-12-09,46895.14,40397.59,125616,6739,5.36,207,3.07,22213.06,-45.01,Enterprise
CMP-3661,Spring Sale 2023,Social Media,2023-01-27,2023-03-19,30816.51,21189.85,87020,5472,6.29,589,10.76,19656.22,-7.24,35-44 Parents
CMP-3662,Winter Promo 2025,Social Media,2025-07-03,2025-09-23,26589.08,26415.72,432113,11019,2.55,1539,13.97,150600.77,470.12,18-24 Urban
CMP-3663,Summer Blast 2023,Email,2023-01-25,2023-03-14,45459.58,27753.25,248899,17443,7.01,383,2.2,69272.31,149.6,55+ Retirees
CMP-3664,Holiday Push 2023,Display Ads,2023-12-01,2024-02-20,11863.32,9375.54,193732,9822,5.07,1361,13.86,82530.12,780.27,Small Business
CMP-3665,Spring Sale 2023,Display Ads,2023-07-19,2023-09-14,27568.52,17792.64,223809,7569,3.38,952,12.58,171819.27,865.68,Students
CMP-3666,Spring Event 2023,Social Media,2023-04-23,2023-06-19,10234.09,9332.75,362576,28282,7.8,1645,5.82,308940.3,3210.28,Small Business
CMP-3667,Exclusive Drive 2022,Display Ads,2022-05-11,2022-07-25,41527.47,36707.9,498105,29789,5.98,2197,7.38,391262.3,965.88,Enterprise
CMP-3668,Flash Push 2024,Podcast,2024-12-14,2025-01-13,20818.45,14911.53,444257,26020,5.86,1704,6.55,310600.72,1982.96,Small Business
CMP-3669,Launch Deal 2023,Video Ads,2023-03-31,2023-04-15,3549.51,2192.06,76262,6052,7.94,794,13.12,152349.04,6850.04,35-44 Parents
CMP-3670,Flash Blast 2024,Social Media,2024-08-29,2024-10-15,22501.59,14138.23,279404,13872,4.96,260,1.87,51966.09,267.56,Enterprise
CMP-3671,Flash Event 2023,Direct Mail,2023-12-08,2024-01-09,39199.72,36367.01,302528,7188,2.38,526,7.32,11440.58,-68.54,Enterprise
CMP-3672,Fall Event 2024,Display Ads,2024-12-13,2025-01-25,46316.63,42912.61,238107,15516,6.52,938,6.05,74641.12,73.94,35-44 Parents
CMP-3673,Summer Blast 2023,Search Ads,2023-07-16,2023-07-26,40754.45,26706.69,21961,1717,7.82,193,11.24,35276.39,32.09,55+ Retirees
CMP-3674,Winter Special 2023,Video Ads,2023-02-03,2023-04-29,22280.74,22017.17,169081,13308,7.87,332,2.49,15516.98,-29.52,25-34 Professionals
CMP-3675,Premium Campaign 2023,Social Media,2023-09-25,2023-10-18,33802.29,28250.17,37361,2643,7.07,138,5.22,5779.35,-79.54,35-44 Parents
CMP-3676,Premium Sale 2024,Search Ads,2024-11-09,2024-12-11,7454.11,6160.84,433968,5322,1.23,57,1.07,8483.43,37.7,55+ Retirees
CMP-3677,Exclusive Deal 2025,Podcast,2025-06-29,2025-07-14,4126.65,3159.5,457391,23179,5.07,2810,12.12,421136.49,13229.21,Enterprise
CMP-3678,Premium Blast 2022,Social Media,2022-10-20,2023-01-12,47809.56,33905.53,484743,16575,3.42,1573,9.49,290219.16,755.96,Students
CMP-3679,Spring Offer 2025,Video Ads,2025-02-09,2025-03-10,4127.92,3444.21,361287,27356,7.57,2126,7.77,343113.65,9862.04,Enterprise
CMP-3680,Flash Event 2023,Podcast,2023-08-19,2023-09-17,26881.37,26339.34,162832,5280,3.24,379,7.18,33983.68,29.02,45-54 Homeowners
CMP-3681,Premium Campaign 2022,Influencer,2022-07-18,2022-08-05,4728.56,3243.96,156168,9311,5.96,328,3.52,39719.51,1124.41,Enterprise
CMP-3682,Mega Promo 2023,Display Ads,2023-08-19,2023-10-04,49986.07,32388.45,90976,6657,7.32,169,2.54,26059.37,-19.54,Enterprise
CMP-3683,Holiday Offer 2024,Email,2024-10-21,2024-11-20,11354.81,7882.82,351817,20885,5.94,2029,9.72,53098.66,573.6,55+ Retirees
CMP-3684,Spring Promo 2024,Podcast,2024-03-01,2024-05-03,48754.02,29906.6,74882,1990,2.66,236,11.86,44215.28,47.84,Students
CMP-3685,Fall Deal 2022,Podcast,2022-07-29,2022-10-06,46465.47,44957.58,288489,18722,6.49,1647,8.8,127416.83,183.42,25-34 Professionals
CMP-3686,Winter Offer 2022,Social Media,2022-05-29,2022-07-20,36875.77,24516.84,173580,10010,5.77,752,7.51,114243.98,365.98,45-54 Homeowners
CMP-3687,Fall Drive 2023,Direct Mail,2023-01-19,2023-01-30,15536.87,14295.85,444872,15495,3.48,697,4.5,34369.18,140.41,35-44 Parents
CMP-3688,Launch Special 2025,Social Media,2025-08-09,2025-10-19,49081.94,42057.23,378060,22768,6.02,2081,9.14,347579.09,726.44,25-34 Professionals
CMP-3689,Mega Deal 2022,Social Media,2022-06-18,2022-07-22,1804.01,1247.66,225450,7680,3.41,934,12.16,148898.79,11834.24,Students
CMP-3690,Summer Campaign 2025,Social Media,2025-04-22,2025-06-23,39455.03,33047.22,279871,2810,1.0,96,3.42,8480.66,-74.34,Enterprise
CMP-3691,Fall Promo 2025,Search Ads,2025-01-22,2025-02-20,20646.29,18082.46,309391,12986,4.2,228,1.76,13392.07,-25.94,Students
CMP-3692,Spring Special 2022,Direct Mail,2022-05-30,2022-06-23,4717.18,3498.86,410259,21160,5.16,1527,7.22,209422.64,5885.45,35-44 Parents
CMP-3693,Exclusive Campaign 2024,Search Ads,2024-07-28,2024-09-01,5908.12,4558.24,111612,7518,6.74,1089,14.49,143515.35,3048.48,Enterprise
CMP-3694,Exclusive Push 2024,Social Media,2024-09-26,2024-12-08,21000.43,13375.25,239623,10187,4.25,500,4.91,39164.15,192.81,35-44 Parents
CMP-3695,Summer Campaign 2022,Video Ads,2022-02-05,2022-04-05,5740.56,5135.22,273632,18131,6.63,2405,13.26,251522.87,4798.0,Students
CMP-3696,Fall Deal 2024,Social Media,2024-09-18,2024-10-07,45428.25,39804.4,280965,15061,5.36,2175,14.44,335266.01,742.28,35-44 Parents
CMP-3697,Launch Drive 2024,Direct Mail,2024-01-03,2024-03-26,25546.26,17523.66,300373,16929,5.64,351,2.07,38072.7,117.26,Enterprise
CMP-3698,Spring Special 2023,Social Media,2023-06-29,2023-07-26,6320.41,3963.35,481925,28742,5.96,3132,10.9,282978.05,7039.87,35-44 Parents
CMP-3699,Exclusive Drive 2024,Podcast,2024-12-16,2025-01-11,24220.87,17586.88,350154,25689,7.34,944,3.67,115191.68,554.99,Enterprise
CMP-3700,Fall Offer 2025,Direct Mail,2025-07-07,2025-10-02,23623.75,23036.2,87208,3193,3.66,410,12.84,30865.44,33.99,Students
