review_id,product_id,user_id,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,product_category,sentiment
REV-108089,PROD-4370,USR-71420,2024-02-16,5,Wonderful design,This design is wonderful. Compared to similar products this stands out.,True,195,Grocery,Positive
REV-108090,PROD-2179,USR-66114,2022-12-28,4,Fantastic experience,This experience is fantastic. Quality is fantastic as described.,False,5,Grocery,Positive
REV-108091,PROD-3738,USR-72776,2025-11-24,3,Fine experience,This experience is fine. I would definitely recommend this to others.,False,40,Home & Kitchen,Neutral
REV-108092,PROD-3973,USR-18655,2025-05-02,5,Best delivery,This delivery is best. Could be better for the price.,True,112,Home & Kitchen,Positive
REV-108093,PROD-2174,USR-95110,2024-11-15,5,Best performance,This performance is best. Not sure I would buy this again.,False,196,Home & Kitchen,Positive
REV-108094,PROD-4780,USR-30084,2022-12-20,3,Okay product,This product is okay. The product met my expectations overall.,False,61,Sports,Neutral
REV-108095,PROD-4927,USR-64749,2023-08-01,5,Outstanding item,This item is outstanding. Exactly what I was looking for.,True,153,Home & Kitchen,Positive
REV-108096,PROD-3186,USR-24230,2024-07-11,3,Reasonable experience,This experience is reasonable. Could be better for the price.,True,102,Grocery,Neutral
REV-108097,PROD-3245,USR-86915,2022-06-21,3,Adequate quality,This quality is adequate. Exactly what I was looking for.,False,78,Books,Neutral
REV-108098,PROD-4132,USR-14207,2023-01-11,4,Perfect performance,This performance is perfect. Exactly what I was looking for.,False,150,Home & Kitchen,Positive
REV-108099,PROD-1757,USR-39833,2023-12-17,4,Wonderful delivery,This delivery is wonderful. Could be better for the price.,False,96,Sports,Positive
REV-108100,PROD-3394,USR-32646,2025-12-19,4,Fantastic value,This value is fantastic. The value met my expectations overall.,True,12,Clothing,Positive
REV-108101,PROD-1163,USR-82077,2023-06-02,2,Disappointing value,This value is disappointing. Exactly what I was looking for.,False,84,Electronics,Negative
REV-108102,PROD-3635,USR-24328,2023-03-11,4,Perfect design,This design is perfect. I have been using this for weeks now.,True,125,Sports,Positive
REV-108103,PROD-4684,USR-92143,2025-05-27,4,Wonderful performance,This performance is wonderful. Compared to similar products this stands out.,True,138,Sports,Positive
REV-108104,PROD-3482,USR-72114,2022-03-13,2,Useless value,This value is useless. Great value for the money.,True,52,Electronics,Negative
REV-108105,PROD-2150,USR-70954,2023-11-23,5,Outstanding purchase,This purchase is outstanding. Shipping was fast and packaging was good.,True,173,Electronics,Positive
REV-108106,PROD-2874,USR-83353,2024-11-12,3,Fair purchase,This purchase is fair. Compared to similar products this stands out.,False,95,Home & Kitchen,Neutral
REV-108107,PROD-4893,USR-10201,2023-02-05,3,Standard product,This product is standard. The product met my expectations overall.,True,15,Grocery,Neutral
REV-108108,PROD-1321,USR-98098,2024-01-24,3,Acceptable delivery,This delivery is acceptable. Shipping was fast and packaging was good.,True,131,Grocery,Neutral
REV-108109,PROD-2112,USR-48060,2022-12-19,5,Fantastic product,This product is fantastic. Great product for the money.,False,120,Clothing,Positive
REV-108110,PROD-3212,USR-46007,2023-01-23,5,Outstanding quality,This quality is outstanding. Exactly what I was looking for.,True,21,Beauty,Positive
REV-108111,PROD-2154,USR-19100,2022-08-23,3,Fair material,This material is fair. Great material for the money.,True,146,Beauty,Neutral
REV-108112,PROD-1181,USR-77225,2025-06-04,5,Superb design,This design is superb. I have been using this for weeks now.,False,1,Electronics,Positive
REV-108113,PROD-2653,USR-22422,2022-09-08,5,Best material,This material is best. I would definitely recommend this to others.,True,178,Electronics,Positive
REV-108114,PROD-2103,USR-26775,2022-04-06,2,Broken material,This material is broken. Could be better for the price.,True,75,Toys,Negative
REV-108115,PROD-2297,USR-88830,2022-09-18,4,Outstanding experience,This experience is outstanding. The experience met my expectations overall.,True,16,Toys,Positive
REV-108116,PROD-1638,USR-60508,2022-08-20,5,Great purchase,This purchase is great. Shipping was fast and packaging was good.,True,166,Clothing,Positive
REV-108117,PROD-2952,USR-32061,2024-02-01,5,Love material,This material is love. I have been using this for weeks now.,False,139,Books,Positive
REV-108118,PROD-4333,USR-63720,2024-06-13,4,Great quality,This quality is great. I have been using this for weeks now.,True,15,Electronics,Positive
REV-108119,PROD-2688,USR-88338,2024-09-19,5,Superb quality,This quality is superb. Not sure I would buy this again.,True,95,Toys,Positive
REV-108120,PROD-4189,USR-31444,2024-11-02,3,Adequate performance,This performance is adequate. I would definitely recommend this to others.,True,166,Clothing,Neutral
REV-108121,PROD-2109,USR-37448,2024-04-12,5,Superb material,This material is superb. Quality is superb as described.,True,38,Grocery,Positive
REV-108122,PROD-3442,USR-51575,2022-02-11,1,Bad experience,This experience is bad. Quality is bad as described.,True,85,Clothing,Negative
REV-108123,PROD-4664,USR-75548,2022-09-27,2,Terrible design,This design is terrible. Great design for the money.,True,121,Books,Negative
REV-108124,PROD-1565,USR-29887,2023-07-24,3,Okay performance,This performance is okay. Quality is okay as described.,False,24,Grocery,Neutral
REV-108125,PROD-3551,USR-85831,2023-06-27,5,Amazing delivery,This delivery is amazing. Great delivery for the money.,True,73,Books,Positive
REV-108126,PROD-1774,USR-10527,2025-12-26,4,Amazing experience,This experience is amazing. I have been using this for weeks now.,True,25,Home & Kitchen,Positive
REV-108127,PROD-1168,USR-41969,2023-03-15,5,Superb purchase,This purchase is superb. Great purchase for the money.,True,182,Books,Positive
REV-108128,PROD-1689,USR-76523,2023-01-17,3,Fair value,This value is fair. The value met my expectations overall.,False,78,Sports,Neutral
REV-108129,PROD-4173,USR-95268,2025-10-21,4,Perfect value,This value is perfect. Not sure I would buy this again.,True,46,Sports,Positive
REV-108130,PROD-4332,USR-55872,2025-08-20,4,Perfect product,This product is perfect. Could be better for the price.,True,166,Sports,Positive
REV-108131,PROD-1358,USR-77094,2025-08-01,5,Superb experience,This experience is superb. The experience met my expectations overall.,True,3,Sports,Positive
REV-108132,PROD-2821,USR-85404,2025-02-09,4,Best performance,This performance is best. I would definitely recommend this to others.,True,140,Beauty,Positive
REV-108133,PROD-2813,USR-58683,2023-01-31,5,Wonderful material,This material is wonderful. The material met my expectations overall.,False,179,Grocery,Positive
REV-108134,PROD-4890,USR-23590,2022-10-13,5,Excellent experience,This experience is excellent. I would definitely recommend this to others.,False,119,Sports,Positive
REV-108135,PROD-3795,USR-81109,2025-08-16,5,Wonderful material,This material is wonderful. I have been using this for weeks now.,True,198,Books,Positive
REV-108136,PROD-4954,USR-65696,2023-07-13,3,Decent item,This item is decent. Compared to similar products this stands out.,False,98,Beauty,Neutral
REV-108137,PROD-2057,USR-74266,2024-06-16,5,Outstanding design,This design is outstanding. I have been using this for weeks now.,False,192,Sports,Positive
REV-108138,PROD-2389,USR-71277,2024-01-07,4,Outstanding product,This product is outstanding. I have been using this for weeks now.,False,167,Toys,Positive
REV-108139,PROD-2099,USR-41034,2022-08-24,4,Fantastic design,This design is fantastic. Exactly what I was looking for.,True,91,Books,Positive
REV-108140,PROD-2106,USR-80790,2025-02-26,4,Fantastic purchase,This purchase is fantastic. Shipping was fast and packaging was good.,True,107,Clothing,Positive
REV-108141,PROD-3608,USR-46627,2025-04-04,5,Great value,This value is great. Exactly what I was looking for.,False,92,Sports,Positive
REV-108142,PROD-1029,USR-42768,2025-09-08,4,Excellent item,This item is excellent. Exactly what I was looking for.,True,181,Books,Positive
REV-108143,PROD-1569,USR-39127,2023-10-27,5,Love value,This value is love. I have been using this for weeks now.,True,163,Toys,Positive
REV-108144,PROD-4428,USR-51543,2022-11-11,5,Fantastic material,This material is fantastic. Quality is fantastic as described.,True,182,Toys,Positive
REV-108145,PROD-4390,USR-51776,2022-08-30,3,Decent experience,This experience is decent. Compared to similar products this stands out.,True,177,Beauty,Neutral
REV-108146,PROD-3501,USR-17759,2024-05-11,4,Excellent value,This value is excellent. Quality is excellent as described.,True,85,Home & Kitchen,Positive
REV-108147,PROD-2327,USR-96550,2023-09-08,5,Excellent quality,This quality is excellent. Not sure I would buy this again.,True,114,Books,Positive
REV-108148,PROD-2900,USR-45110,2025-01-28,5,Love performance,This performance is love. Shipping was fast and packaging was good.,True,9,Clothing,Positive
REV-108149,PROD-4600,USR-43408,2023-05-08,1,Awful performance,This performance is awful. Compared to similar products this stands out.,False,71,Toys,Negative
REV-108150,PROD-3485,USR-91212,2022-06-25,5,Wonderful quality,This quality is wonderful. Quality is wonderful as described.,False,155,Electronics,Positive
REV-108151,PROD-2262,USR-96705,2024-01-28,3,Average purchase,This purchase is average. Compared to similar products this stands out.,True,71,Toys,Neutral
REV-108152,PROD-2804,USR-41591,2025-10-11,5,Outstanding purchase,This purchase is outstanding. Exactly what I was looking for.,False,191,Home & Kitchen,Positive
REV-108153,PROD-4072,USR-25834,2023-09-23,1,Poor delivery,This delivery is poor. Great delivery for the money.,True,46,Beauty,Negative
REV-108154,PROD-2215,USR-17476,2024-08-16,5,Love product,This product is love. Compared to similar products this stands out.,True,9,Toys,Positive
REV-108155,PROD-4116,USR-29357,2023-11-05,1,Defective product,This product is defective. Compared to similar products this stands out.,True,11,Electronics,Negative
REV-108156,PROD-3227,USR-78581,2022-04-08,2,Worst design,This design is worst. Compared to similar products this stands out.,True,41,Grocery,Negative
REV-108157,PROD-2530,USR-54450,2024-10-12,5,Fantastic item,This item is fantastic. I have been using this for weeks now.,False,82,Toys,Positive
REV-108158,PROD-3172,USR-48105,2025-12-19,1,Useless design,This design is useless. Quality is useless as described.,True,134,Grocery,Negative
REV-108159,PROD-3152,USR-96963,2024-06-26,5,Best performance,This performance is best. I would definitely recommend this to others.,True,62,Toys,Positive
REV-108160,PROD-2794,USR-33094,2024-11-23,5,Love value,This value is love. Quality is love as described.,True,55,Books,Positive
REV-108161,PROD-4462,USR-44665,2022-01-29,5,Great experience,This experience is great. I have been using this for weeks now.,True,117,Sports,Positive
REV-108162,PROD-2067,USR-92439,2024-04-24,5,Wonderful material,This material is wonderful. Compared to similar products this stands out.,True,24,Books,Positive
REV-108163,PROD-2542,USR-39648,2023-12-31,5,Perfect purchase,This purchase is perfect. I would definitely recommend this to others.,False,47,Sports,Positive
REV-108164,PROD-2765,USR-96459,2023-04-01,5,Amazing experience,This experience is amazing. Could be better for the price.,True,5,Books,Positive
REV-108165,PROD-1267,USR-38125,2022-07-09,5,Outstanding delivery,This delivery is outstanding. Compared to similar products this stands out.,False,59,Toys,Positive
REV-108166,PROD-4307,USR-53428,2025-10-09,5,Perfect design,This design is perfect. Great design for the money.,True,24,Grocery,Positive
REV-108167,PROD-4963,USR-41759,2024-08-27,4,Amazing material,This material is amazing. Compared to similar products this stands out.,False,38,Toys,Positive
REV-108168,PROD-4295,USR-26368,2023-07-21,5,Outstanding quality,This quality is outstanding. Shipping was fast and packaging was good.,True,5,Home & Kitchen,Positive
REV-108169,PROD-2794,USR-88671,2022-01-10,4,Wonderful purchase,This purchase is wonderful. Not sure I would buy this again.,True,47,Home & Kitchen,Positive
REV-108170,PROD-3659,USR-35130,2025-05-31,5,Superb item,This item is superb. I have been using this for weeks now.,True,168,Books,Positive
REV-108171,PROD-3064,USR-92612,2024-02-12,4,Amazing quality,This quality is amazing. Exactly what I was looking for.,True,7,Toys,Positive
REV-108172,PROD-3054,USR-85555,2024-11-16,3,Adequate material,This material is adequate. Shipping was fast and packaging was good.,False,160,Electronics,Neutral
REV-108173,PROD-1395,USR-92182,2024-04-16,4,Excellent value,This value is excellent. Compared to similar products this stands out.,True,193,Home & Kitchen,Positive
REV-108174,PROD-2258,USR-24721,2023-12-25,3,Reasonable purchase,This purchase is reasonable. Shipping was fast and packaging was good.,False,93,Electronics,Neutral
REV-108175,PROD-2782,USR-26848,2022-04-25,4,Outstanding performance,This performance is outstanding. Shipping was fast and packaging was good.,True,155,Sports,Positive
REV-108176,PROD-4844,USR-42603,2025-04-23,4,Love product,This product is love. Great product for the money.,False,196,Grocery,Positive
REV-108177,PROD-2018,USR-33913,2024-11-03,3,Okay value,This value is okay. Exactly what I was looking for.,True,164,Home & Kitchen,Neutral
REV-108178,PROD-4052,USR-72094,2024-10-02,2,Worst purchase,This purchase is worst. I would definitely recommend this to others.,False,112,Electronics,Negative
REV-108179,PROD-4868,USR-97020,2025-09-19,3,Average value,This value is average. Could be better for the price.,True,24,Beauty,Neutral
REV-108180,PROD-3853,USR-69551,2023-12-19,5,Best performance,This performance is best. Not sure I would buy this again.,False,5,Beauty,Positive
REV-108181,PROD-3701,USR-95827,2022-01-28,5,Best experience,This experience is best. Not sure I would buy this again.,True,117,Clothing,Positive
REV-108182,PROD-1029,USR-81979,2025-10-24,4,Excellent product,This product is excellent. Quality is excellent as described.,True,139,Sports,Positive
REV-108183,PROD-3583,USR-85084,2023-01-27,3,Average delivery,This delivery is average. Not sure I would buy this again.,False,137,Toys,Neutral
REV-108184,PROD-2278,USR-75005,2022-10-04,5,Outstanding design,This design is outstanding. Quality is outstanding as described.,True,6,Electronics,Positive
REV-108185,PROD-3158,USR-38334,2024-01-18,3,Alright item,This item is alright. Great item for the money.,False,144,Toys,Neutral
REV-108186,PROD-2085,USR-98177,2024-10-26,4,Fantastic product,This product is fantastic. I have been using this for weeks now.,True,61,Clothing,Positive
REV-108187,PROD-4686,USR-26389,2024-09-01,4,Perfect quality,This quality is perfect. Could be better for the price.,True,196,Electronics,Positive
REV-108188,PROD-1661,USR-21769,2025-04-19,5,Wonderful item,This item is wonderful. I would definitely recommend this to others.,True,135,Home & Kitchen,Positive
REV-108189,PROD-3170,USR-34547,2024-09-25,5,Excellent item,This item is excellent. Exactly what I was looking for.,True,168,Electronics,Positive
REV-108190,PROD-3486,USR-23122,2023-09-21,4,Fantastic design,This design is fantastic. Could be better for the price.,True,82,Beauty,Positive
REV-108191,PROD-3073,USR-28822,2025-06-16,5,Best quality,This quality is best. I have been using this for weeks now.,False,20,Electronics,Positive
REV-108192,PROD-3500,USR-18957,2024-04-05,2,Terrible purchase,This purchase is terrible. Not sure I would buy this again.,True,127,Sports,Negative
REV-108193,PROD-2701,USR-89740,2024-03-14,5,Superb design,This design is superb. Compared to similar products this stands out.,True,35,Clothing,Positive
REV-108194,PROD-4955,USR-20354,2022-07-13,2,Broken experience,This experience is broken. Quality is broken as described.,True,84,Grocery,Negative
REV-108195,PROD-2288,USR-38458,2022-12-08,4,Amazing product,This product is amazing. The product met my expectations overall.,False,190,Clothing,Positive
REV-108196,PROD-1337,USR-18550,2025-03-25,5,Superb delivery,This delivery is superb. The delivery met my expectations overall.,False,158,Electronics,Positive
REV-108197,PROD-3698,USR-90175,2022-07-03,5,Best value,This value is best. Great value for the money.,True,162,Electronics,Positive
REV-108198,PROD-1394,USR-18015,2024-04-05,2,Awful delivery,This delivery is awful. The delivery met my expectations overall.,True,34,Grocery,Negative
REV-108199,PROD-3081,USR-82953,2022-07-17,3,Acceptable item,This item is acceptable. I would definitely recommend this to others.,False,167,Grocery,Neutral
REV-108200,PROD-1952,USR-99599,2022-03-29,5,Fantastic experience,This experience is fantastic. Compared to similar products this stands out.,True,45,Electronics,Positive
REV-108201,PROD-3157,USR-78492,2024-11-05,5,Amazing experience,This experience is amazing. Great experience for the money.,True,70,Sports,Positive
REV-108202,PROD-4453,USR-16241,2025-01-18,3,Okay experience,This experience is okay. Shipping was fast and packaging was good.,False,105,Home & Kitchen,Neutral
REV-108203,PROD-2836,USR-23314,2024-06-09,5,Amazing value,This value is amazing. Compared to similar products this stands out.,True,49,Toys,Positive
REV-108204,PROD-4155,USR-93656,2024-08-27,5,Wonderful design,This design is wonderful. Not sure I would buy this again.,True,106,Beauty,Positive
REV-108205,PROD-2270,USR-75916,2023-11-14,4,Perfect purchase,This purchase is perfect. Could be better for the price.,True,23,Home & Kitchen,Positive
REV-108206,PROD-1305,USR-21839,2024-02-10,2,Useless item,This item is useless. Exactly what I was looking for.,True,63,Toys,Negative
REV-108207,PROD-3281,USR-73350,2025-05-22,4,Love quality,This quality is love. Not sure I would buy this again.,True,187,Toys,Positive
REV-108208,PROD-4175,USR-99545,2023-07-19,4,Great performance,This performance is great. Could be better for the price.,False,37,Books,Positive
REV-108209,PROD-1637,USR-47439,2024-12-26,5,Wonderful design,This design is wonderful. Shipping was fast and packaging was good.,True,36,Home & Kitchen,Positive
REV-108210,PROD-4356,USR-14614,2023-11-05,5,Love performance,This performance is love. Compared to similar products this stands out.,True,153,Sports,Positive
REV-108211,PROD-1801,USR-16197,2023-05-30,1,Useless quality,This quality is useless. The quality met my expectations overall.,True,116,Beauty,Negative
REV-108212,PROD-4718,USR-35170,2024-11-06,5,Fantastic design,This design is fantastic. Could be better for the price.,False,138,Electronics,Positive
REV-108213,PROD-3356,USR-55832,2024-10-10,3,Decent delivery,This delivery is decent. Could be better for the price.,False,199,Beauty,Neutral
REV-108214,PROD-2202,USR-28592,2023-05-04,4,Perfect quality,This quality is perfect. I would definitely recommend this to others.,True,130,Books,Positive
REV-108215,PROD-2560,USR-59939,2025-01-20,5,Amazing experience,This experience is amazing. Exactly what I was looking for.,True,174,Sports,Positive
REV-108216,PROD-4382,USR-29589,2024-06-27,3,Fair product,This product is fair. I have been using this for weeks now.,True,9,Toys,Neutral
REV-108217,PROD-1215,USR-74183,2024-03-12,5,Wonderful purchase,This purchase is wonderful. Great purchase for the money.,True,44,Books,Positive
REV-108218,PROD-3205,USR-49999,2024-01-19,4,Superb material,This material is superb. I would definitely recommend this to others.,True,161,Clothing,Positive
REV-108219,PROD-3971,USR-12979,2024-05-05,5,Excellent item,This item is excellent. Compared to similar products this stands out.,True,60,Clothing,Positive
REV-108220,PROD-3976,USR-99555,2022-10-10,5,Superb performance,This performance is superb. Quality is superb as described.,True,117,Electronics,Positive
REV-108221,PROD-2672,USR-23941,2022-08-22,4,Love quality,This quality is love. Exactly what I was looking for.,False,151,Beauty,Positive
REV-108222,PROD-1573,USR-57855,2024-08-22,3,Decent product,This product is decent. I would definitely recommend this to others.,False,145,Toys,Neutral
REV-108223,PROD-2705,USR-35438,2025-11-11,5,Amazing purchase,This purchase is amazing. I have been using this for weeks now.,True,172,Beauty,Positive
REV-108224,PROD-3016,USR-92596,2022-02-01,4,Excellent performance,This performance is excellent. Shipping was fast and packaging was good.,True,10,Beauty,Positive
REV-108225,PROD-2302,USR-47608,2025-06-25,5,Excellent design,This design is excellent. Exactly what I was looking for.,True,142,Home & Kitchen,Positive
REV-108226,PROD-3982,USR-81081,2024-08-17,1,Awful material,This material is awful. The material met my expectations overall.,True,171,Beauty,Negative
REV-108227,PROD-4588,USR-11859,2023-08-11,4,Fantastic delivery,This delivery is fantastic. Great delivery for the money.,True,32,Toys,Positive
REV-108228,PROD-4679,USR-22888,2024-04-02,5,Outstanding item,This item is outstanding. The item met my expectations overall.,False,70,Toys,Positive
REV-108229,PROD-1118,USR-70837,2023-09-21,5,Amazing value,This value is amazing. Could be better for the price.,True,128,Home & Kitchen,Positive
REV-108230,PROD-2502,USR-20234,2023-11-23,4,Fantastic design,This design is fantastic. Exactly what I was looking for.,False,44,Electronics,Positive
REV-108231,PROD-4175,USR-64916,2022-02-25,4,Great item,This item is great. I would definitely recommend this to others.,True,95,Grocery,Positive
REV-108232,PROD-1819,USR-73272,2023-11-19,5,Best product,This product is best. Compared to similar products this stands out.,True,86,Home & Kitchen,Positive
REV-108233,PROD-2424,USR-89324,2024-12-27,3,Fair material,This material is fair. Great material for the money.,True,46,Electronics,Neutral
REV-108234,PROD-2644,USR-91126,2022-08-28,3,Adequate value,This value is adequate. Could be better for the price.,True,111,Clothing,Neutral
REV-108235,PROD-4859,USR-78803,2024-08-08,2,Terrible performance,This performance is terrible. Shipping was fast and packaging was good.,False,192,Electronics,Negative
REV-108236,PROD-4415,USR-26190,2024-09-18,3,Decent design,This design is decent. Not sure I would buy this again.,True,104,Home & Kitchen,Neutral
REV-108237,PROD-4698,USR-66451,2023-03-08,4,Amazing delivery,This delivery is amazing. Quality is amazing as described.,True,187,Toys,Positive
REV-108238,PROD-4590,USR-87161,2023-05-23,4,Amazing quality,This quality is amazing. Quality is amazing as described.,True,27,Toys,Positive
REV-108239,PROD-3924,USR-17915,2022-09-29,3,Reasonable experience,This experience is reasonable. Exactly what I was looking for.,True,13,Grocery,Neutral
REV-108240,PROD-3447,USR-22572,2025-10-30,4,Love purchase,This purchase is love. The purchase met my expectations overall.,True,110,Grocery,Positive
REV-108241,PROD-4380,USR-43395,2022-11-28,5,Best material,This material is best. Shipping was fast and packaging was good.,True,138,Clothing,Positive
REV-108242,PROD-4096,USR-46841,2025-10-27,4,Excellent delivery,This delivery is excellent. Shipping was fast and packaging was good.,False,63,Books,Positive
REV-108243,PROD-2168,USR-55806,2025-02-17,5,Best item,This item is best. Shipping was fast and packaging was good.,True,179,Sports,Positive
REV-108244,PROD-3918,USR-91510,2024-10-27,5,Amazing purchase,This purchase is amazing. Quality is amazing as described.,True,106,Books,Positive
REV-108245,PROD-2338,USR-69120,2024-06-18,4,Wonderful design,This design is wonderful. Great design for the money.,True,46,Grocery,Positive
REV-108246,PROD-1453,USR-82940,2022-09-19,5,Excellent experience,This experience is excellent. I have been using this for weeks now.,True,153,Grocery,Positive
REV-108247,PROD-1325,USR-88028,2022-12-21,5,Best item,This item is best. I have been using this for weeks now.,False,139,Beauty,Positive
REV-108248,PROD-4507,USR-45613,2024-12-27,5,Superb design,This design is superb. I have been using this for weeks now.,True,31,Toys,Positive
REV-108249,PROD-3808,USR-59099,2022-09-23,5,Outstanding value,This value is outstanding. Shipping was fast and packaging was good.,True,53,Toys,Positive
REV-108250,PROD-2320,USR-47818,2024-12-20,4,Love delivery,This delivery is love. Shipping was fast and packaging was good.,True,27,Books,Positive
REV-108251,PROD-1087,USR-71750,2025-02-22,3,Okay performance,This performance is okay. I have been using this for weeks now.,True,179,Electronics,Neutral
REV-108252,PROD-1528,USR-98615,2024-05-30,4,Wonderful value,This value is wonderful. Could be better for the price.,True,64,Grocery,Positive
REV-108253,PROD-2855,USR-38430,2025-12-04,5,Amazing product,This product is amazing. Exactly what I was looking for.,True,167,Books,Positive
REV-108254,PROD-2198,USR-34552,2022-11-29,5,Great item,This item is great. The item met my expectations overall.,True,200,Grocery,Positive
REV-108255,PROD-1577,USR-58543,2022-12-01,5,Best delivery,This delivery is best. The delivery met my expectations overall.,True,196,Beauty,Positive
REV-108256,PROD-4285,USR-35798,2024-01-08,5,Excellent experience,This experience is excellent. Quality is excellent as described.,True,191,Home & Kitchen,Positive
REV-108257,PROD-2319,USR-51389,2025-04-13,2,Broken experience,This experience is broken. Shipping was fast and packaging was good.,False,29,Toys,Negative
REV-108258,PROD-1746,USR-44677,2022-04-18,4,Best experience,This experience is best. Not sure I would buy this again.,True,191,Electronics,Positive
REV-108259,PROD-4605,USR-47607,2022-07-27,4,Wonderful product,This product is wonderful. The product met my expectations overall.,True,59,Clothing,Positive
REV-108260,PROD-3770,USR-87577,2023-03-09,5,Outstanding purchase,This purchase is outstanding. Great purchase for the money.,False,125,Sports,Positive
REV-108261,PROD-1079,USR-63729,2025-07-23,5,Best experience,This experience is best. I would definitely recommend this to others.,True,55,Beauty,Positive
REV-108262,PROD-4442,USR-17652,2022-09-28,4,Perfect product,This product is perfect. I would definitely recommend this to others.,True,37,Books,Positive
REV-108263,PROD-3737,USR-69324,2023-07-06,5,Fantastic design,This design is fantastic. Not sure I would buy this again.,True,186,Toys,Positive
REV-108264,PROD-3407,USR-88738,2023-10-07,5,Great material,This material is great. I have been using this for weeks now.,True,129,Electronics,Positive
REV-108265,PROD-3056,USR-95973,2025-09-05,4,Best item,This item is best. Exactly what I was looking for.,True,9,Toys,Positive
REV-108266,PROD-4761,USR-70421,2025-01-29,5,Fantastic quality,This quality is fantastic. Shipping was fast and packaging was good.,True,132,Home & Kitchen,Positive
REV-108267,PROD-1870,USR-29238,2022-10-17,5,Love product,This product is love. I have been using this for weeks now.,False,54,Toys,Positive
REV-108268,PROD-3218,USR-72279,2025-10-25,4,Excellent performance,This performance is excellent. I have been using this for weeks now.,True,147,Toys,Positive
REV-108269,PROD-4088,USR-79779,2025-10-30,3,Okay design,This design is okay. I have been using this for weeks now.,True,40,Home & Kitchen,Neutral
REV-108270,PROD-3680,USR-36740,2025-06-12,5,Great performance,This performance is great. Quality is great as described.,False,81,Toys,Positive
REV-108271,PROD-3796,USR-61108,2023-07-06,4,Excellent material,This material is excellent. Exactly what I was looking for.,True,65,Grocery,Positive
REV-108272,PROD-2616,USR-84647,2022-08-31,3,Decent value,This value is decent. The value met my expectations overall.,True,95,Beauty,Neutral
REV-108273,PROD-1583,USR-41894,2025-03-04,2,Defective item,This item is defective. I would definitely recommend this to others.,True,184,Grocery,Negative
REV-108274,PROD-3099,USR-22325,2025-10-05,5,Outstanding experience,This experience is outstanding. I have been using this for weeks now.,True,3,Grocery,Positive
REV-108275,PROD-3643,USR-73890,2023-10-04,5,Love item,This item is love. Compared to similar products this stands out.,True,22,Home & Kitchen,Positive
REV-108276,PROD-1867,USR-26046,2024-03-07,5,Outstanding material,This material is outstanding. Exactly what I was looking for.,True,129,Grocery,Positive
REV-108277,PROD-4681,USR-16954,2023-06-22,3,Reasonable quality,This quality is reasonable. Shipping was fast and packaging was good.,True,107,Clothing,Neutral
REV-108278,PROD-1411,USR-38558,2024-10-16,4,Love product,This product is love. Exactly what I was looking for.,True,141,Electronics,Positive
REV-108279,PROD-3989,USR-23661,2024-06-07,2,Useless performance,This performance is useless. Quality is useless as described.,False,44,Clothing,Negative
REV-108280,PROD-1491,USR-68920,2024-11-19,3,Standard experience,This experience is standard. Quality is standard as described.,False,34,Electronics,Neutral
REV-108281,PROD-3546,USR-11369,2025-08-29,5,Fantastic item,This item is fantastic. Could be better for the price.,True,68,Electronics,Positive
REV-108282,PROD-2384,USR-16339,2022-06-12,2,Defective experience,This experience is defective. Compared to similar products this stands out.,True,120,Clothing,Negative
REV-108283,PROD-4613,USR-32438,2025-11-01,4,Outstanding performance,This performance is outstanding. Not sure I would buy this again.,True,11,Toys,Positive
REV-108284,PROD-4498,USR-96810,2025-03-07,5,Superb performance,This performance is superb. I have been using this for weeks now.,False,52,Electronics,Positive
REV-108285,PROD-4619,USR-77447,2023-02-20,5,Outstanding product,This product is outstanding. Shipping was fast and packaging was good.,True,164,Books,Positive
REV-108286,PROD-4196,USR-33897,2022-02-24,2,Defective performance,This performance is defective. Could be better for the price.,True,191,Books,Negative
REV-108287,PROD-1586,USR-40459,2024-11-29,4,Great delivery,This delivery is great. Shipping was fast and packaging was good.,True,193,Home & Kitchen,Positive
REV-108288,PROD-4433,USR-32583,2023-10-03,3,Okay quality,This quality is okay. Could be better for the price.,True,188,Grocery,Neutral
REV-108289,PROD-2587,USR-51238,2023-12-11,2,Disappointing purchase,This purchase is disappointing. Quality is disappointing as described.,True,143,Sports,Negative
REV-108290,PROD-2419,USR-77024,2022-05-29,2,Useless design,This design is useless. Shipping was fast and packaging was good.,True,118,Clothing,Negative
REV-108291,PROD-1952,USR-42484,2022-06-19,2,Awful experience,This experience is awful. Exactly what I was looking for.,False,155,Home & Kitchen,Negative
REV-108292,PROD-2897,USR-58983,2022-04-08,3,Okay product,This product is okay. Could be better for the price.,False,196,Clothing,Neutral
REV-108293,PROD-2228,USR-79084,2024-06-03,4,Fantastic design,This design is fantastic. Quality is fantastic as described.,False,43,Sports,Positive
REV-108294,PROD-4577,USR-79795,2023-10-02,4,Excellent purchase,This purchase is excellent. Could be better for the price.,True,166,Electronics,Positive
REV-108295,PROD-1500,USR-43510,2023-11-30,3,Decent purchase,This purchase is decent. I have been using this for weeks now.,True,22,Clothing,Neutral
REV-108296,PROD-4889,USR-31349,2022-02-19,3,Decent purchase,This purchase is decent. Compared to similar products this stands out.,True,87,Books,Neutral
REV-108297,PROD-4595,USR-80833,2025-05-08,3,Fair material,This material is fair. Exactly what I was looking for.,True,26,Books,Neutral
